Company Name, CSRD, CBAM
RCM Technologies Inc.,NO,NO
Recruiter.com Group Inc.,NO,NO
Redfin Corporation,YES,NO
Reading International Inc,NO,NO
RadNet Inc.,YES,NO
Radius Recycling Inc.,NO,NO
Red Violet Inc.,NO,NO
Roadzen Inc.,NO,NO
The RealReal Inc.,YES,NO
Reborn Coffee Inc.,NO,NO
Chicago Atlantic Real Estate Finance Inc.,NO,NO
Research Frontiers Incorporated,NO,NO
Regency Centers Corporation,YES,NO
Regeneron Pharmaceuticals Inc.,YES,NO
Rekor Systems Inc.,NO,NO
Reliance Global Group Inc.,NO,NO
Richardson Electronics Ltd.,NO,NO
Remitly Global Inc.,YES,NO
Renovaro Inc.,NO,NO
Cartesian Growth Corporation II,NO,NO
Rent the Runway Inc.,NO,NO
Replimune Group Inc.,NO,NO
Revelation Biosciences Inc.,NO,NO
Reynolds Consumer Products Inc.,YES,NO
RF Industries Ltd.,NO,NO
RGC Resources Inc.,NO,NO
Repligen Corporation,YES,NO
The Real Good Food Company Inc.,NO,NO
Royal Gold Inc.,YES,NO
Regulus Therapeutics Inc.,NO,NO
REGENXBIO Inc.,NO,NO
Resources Connection Inc.,NO,NO
Regis Corporation,NO,NO
Rigetti Computing Inc.,NO,NO
RCI Hospitality Holdings Inc.,NO,NO
Rigel Pharmaceuticals Inc.,NO,NO
B. Riley Financial Inc.,YES,NO
Algorhythm Holdings Inc.,NO,NO
Riot Platforms Inc.,YES,NO
Rivian Automotive Inc.,YES,YES
Arcadia Biosciences Inc.,NO,NO
Rocket Lab USA Inc.,YES,NO
Relay Therapeutics Inc.,YES,NO
Relmada Therapeutics Inc.,NO,NO
Rallybio Corporation,NO,NO
Richmond Mutual Bancorporation Inc.,NO,NO
RumbleOn Inc.,NO,NO
Rambus Inc.,YES,NO
Rocky Mountain Chocolate Factory Inc.,NO,NO
Royalty Management Holding Corporation,NO,NO
Rimini Street Inc.,YES,NO
The RMR Group Inc.,YES,NO
Rockwell Medical Inc.,NO,NO
Avidity Biosciences Inc.,NO,NO
Cartesian Therapeutics Inc.,NO,NO
TransCode Therapeutics Inc.,NO,NO
RenovoRx Inc.,NO,NO
Construction Partners Inc.,YES,NO
Gibraltar Industries Inc.,YES,NO
Roth CH Acquisition V Co.,NO,NO
Retail Opportunity Investments Corp.,NO,NO
Roku Inc.,YES,NO
Root Inc.,NO,NO
Roper Technologies Inc.,YES,NO
Ross Stores Inc.,YES,NO
Repay Holdings Corporation,YES,NO
Rapid7 Inc.,YES,NO
Reneo Pharmaceuticals Inc.,NO,NO
Rapid Micro Biosystems Inc.,NO,NO
Royalty Pharma plc,YES,NO
Richtech Robotics Inc.,NO,NO
Red River Bancshares Inc.,NO,NO
Red Robin Gourmet Burgers Inc.,YES,NO
Red Rock Resorts Inc.,YES,NO
ReShape Lifesciences Inc.,NO,NO
Research Solutions Inc,NO,NO
Reservoir Media Inc.,NO,NO
Rumble Inc.,NO,NO
Sunrun Inc.,YES,NO
Rush Enterprises Inc.,NO,NO
Revolution Medicines Inc.,NO,NO
Revance Therapeutics Inc.,NO,NO
Reviva Pharmaceuticals Holdings Inc.,NO,NO
Riverview Bancorp Inc,NO,NO
Ryvyl Inc.,NO,NO
Runway Growth Finance Corp.,NO,NO
Recursion Pharmaceuticals Inc.,YES,NO
RxSight Inc.,NO,NO
Rackspace Technology Inc.,YES,NO
Rhythm Pharmaceuticals Inc.,NO,NO
Rezolute Inc.,NO,NO
Sabre Corporation,YES,NO
SAB Biotherapeutics Inc.,NO,NO
Safety Insurance Group Inc.,NO,NO
Sage Therapeutics Inc.,YES,NO
Saia Inc.,YES,NO
Science Applications International Corporation,YES,NO
Silvercrest Asset Management Group Inc.,NO,NO
Sana Biotechnology Inc.,NO,NO
Sanmina Corporation,YES,NO
S&W Seed Company,NO,NO
Sandy Spring Bancorp Inc.,NO,NO
EchoStar  Corporation,YES,NO
Kaiser Aluminum Corporation,NO,NO
Kaival Brands Innovations Group Inc.,NO,NO
Kindly MD Inc.,NO,NO
Keurig Dr Pepper Inc.,YES,NO
Kimball Electronics Inc.,NO,NO
Kelly Services Inc.,NO,NO
Kewaunee Scientific Corporation,NO,NO
Kentucky First Federal Bancorp,NO,NO
Kolibri Global Energy Inc.,NO,NO
The Kraft Heinz Company,YES,YES
OrthoPediatrics Corp.,NO,NO
Kingstone Companies Inc.,NO,NO
Kirkland's Inc.,NO,NO
Nauticus Robotics Inc.,NO,NO
KLA Corporation,NO,NO
Kaltura Inc.,NO,NO
KLX Energy Services Holdings Inc.,NO,NO
Kiniksa Pharmaceuticals,NO,NO
Kodiak Sciences Inc,NO,NO
Kopin Corporation,NO,NO
Koss Corporation,NO,NO
Katapult Holdings Inc.,NO,NO
Kiora Pharmaceuticals Inc.,NO,NO
Karyopharm Therapeutics Inc.,NO,NO
KORU Medical Systems Inc.,NO,NO
Kearny Financial Corp.,NO,NO
Kronos Bio Inc.,NO,NO
Keros Therapeutics Inc.,NO,NO
Korro Bio Inc.,NO,NO
Karat Packaging Inc.,NO,NO
Kura Sushi USA Inc.,NO,NO
Krystal Biotech Inc.,NO,NO
Knightscope Inc.,NO,NO
Key Tronic Corporation,NO,NO
Kratos Defense & Security Solutions Inc.,NO,NO
Kintara Therapeutics Inc.,NO,NO
Pasithea Therapeutics Corp.,NO,NO
Kura Oncology Inc.,NO,NO
Keen Vision Acquisition Corporation,NO,NO
KVH Industries Inc.,NO,NO
Kymera Therapeutics Inc.,NO,NO
Kyverna Therapeutics Inc.,NO,NO
Kezar Life Sciences Inc.,NO,NO
Standard BioTools Inc.,NO,NO
Lakeland Industries Inc.,NO,NO
Lamar Advertising Company,NO,NO
Lancaster Colony Corporation,NO,NO
Gladstone Land Corporation,NO,NO
Landmark Bancorp Inc.,NO,NO
Laser Photonics Corporation,NO,NO
nLIGHT Inc.,NO,NO
Laureate Education Inc.,NO,NO
Luminar Technologies Inc.,NO,NO
Longboard Pharmaceuticals Inc.,NO,NO
Liberty Broadband Corporation,NO,NO
Lucid Group Inc.,NO,NO
LCNB Corporation,NO,NO
Lifetime Brands Inc.,NO,NO
Learn CW Investment Corporation,NO,NO
LeddarTech Holdings Inc.,NO,NO
Lendway Inc.,NO,NO
Lands' End Inc.,NO,NO
Lincoln Electric Holdings Inc.,NO,NO
Lee Enterprises Incorporated,NO,NO
Legacy Housing Corporation,NO,NO
Legend Biotech Corporation,NO,NO
LENZ Therapeutics Inc.,NO,NO
Leslie's Inc.,NO,NO
Lifecore Biomedical Inc.,NO,NO
Leafly Holdings Inc.,NO,NO
LifeMD Inc.,NO,NO
LifeStance Health Group Inc.,NO,NO
Littelfuse Inc.,NO,NO
Lifevantage Corporation,NO,NO
LGI Homes Inc.,NO,NO
LogicMark Inc.,NO,NO
Ligand Pharmaceuticals Incorporated,NO,NO
Longeveron Inc.,NO,NO
AEye Inc.,NO,NO
Life360 Inc.,NO,NO
MSP Recovery Inc.,NO,NO
Liberty Latin America Ltd.,NO,NO
Linde plc,YES,YES
Lincoln Educational Services Corporation,NO,NO
Lindblad Expeditions Holdings Inc.,NO,NO
Lineage Inc.,NO,NO
Interlink Electronics Inc.,NO,NO
Lionsgate Studios Corp.,NO,NO
Lipella Pharmaceuticals Inc.,NO,NO
Lumentum Holdings Inc.,NO,NO
Live Ventures Incorporated,NO,NO
Lixte Biotechnology Holdings Inc.,NO,NO
Lakeland Financial Corporation,NO,NO
LKQ Corporation,NO,NO
Liberty Media Corporation,NO,NO
LeMaitre Vascular Inc.,NO,NO
Limbach Holdings Inc.,NO,NO
LM Funding America Inc.,NO,NO
Limoneira Co.,NO,NO
LINKBANCORP Inc.,NO,NO
LENSAR Inc.,NO,NO
Alliant Energy Corporation,NO,NO
Lantheus Holdings Inc.,NO,NO
Light & Wonder Inc.,NO,NO
LanzaTech Global Inc.,NO,NO
Manhattan Bridge Capital Inc,NO,NO
El Pollo Loco Holdings Inc.,NO,NO
ContextLogic Inc.,NO,NO
Logitech International S.A.,YES,YES
Grand Canyon Education Inc.,NO,NO
The Lovesac Company,NO,NO
Launch One Acquisition Corp.,NO,NO
Lipocine Inc.,NO,NO
LPL Financial Holdings Inc.,NO,NO
Open Lending Corporation,NO,NO
LivePerson Inc.,NO,NO
LightPath Technologies Inc.,NO,NO
Leap Therapeutics Inc.,NO,NO
Liquidia Corporation,NO,NO
Liquidity Services Inc.,NO,NO
LQR House Inc.,NO,NO
Lam Research Corporation,NO,NO
Logan Ridge Finance Corporation,NO,NO
La Rosa Holdings Corp.,NO,NO
Larimar Therapeutics Inc.,NO,NO
Lake Shore Bancorp Inc.,NO,NO
Lattice Semiconductor Corporation,NO,NO
Landsea Homes Corporation,NO,NO
Lakeside Holding Limited,NO,NO
Lisata Therapeutics Inc.,NO,NO
Landstar System Inc.,NO,NO
Lightbridge Corporation,NO,NO
Lantern Pharma Inc.,NO,NO
Lantronix Inc.,NO,NO
Lottery.com Inc.,NO,NO
Lucid Diagnostics Inc.,NO,NO
Innovative Eyewear Inc.,NO,NO
Lumos Pharma Inc.,NO,NO
Luna Innovations Incorporated,NO,NO
Pulmonx Corporation,NO,NO
Intuitive Machines Inc.,NO,NO
LuxUrban Hotels Inc.,NO,NO
Lulu's Fashion Lounge Holdings Inc.,NO,NO
LiveOne Inc.,NO,NO
Lifeway Foods Inc.,NO,NO
Lightwave Logic Inc.,NO,NO
Lexeo Therapeutics Inc.,NO,NO
Lexicon Pharmaceuticals Inc.,NO,NO
Lyell Immunopharma Inc.,NO,NO
Lyft Inc.,NO,NO
Lyra Therapeutics Inc.,NO,NO
LSI Industries Inc.,NO,NO
LegalZoom.com Inc.,NO,NO
Melar Acquisition Corp. I,NO,NO
Mama's Creations Inc.,NO,NO
Massimo Group,NO,NO
Manhattan Associates Inc.,NO,NO
WM Technology Inc.,NO,NO
Marriott International,YES,NO
MARA Holdings Inc.,NO,NO
Marine Petroleum Trust,NO,NO
Mars Acquisition Corp.,NO,NO
Masimo Corporation,NO,NO
908 Devices Inc.,NO,NO
Mattel Inc.,NO,NO
Matthews International Corporation,NO,NO
J. W. Mays Inc.,NO,NO
M3-Brigade Acquisition V Corp.,NO,NO
Middlefield Banc Corp.,NO,NO
Merchants Bancorp,NO,NO
Mustang Bio Inc.,NO,NO
Medallion Bank,NO,NO
Moleculin Biotech Inc.,NO,NO
Malibu Boats Inc.,NO,NO
Mercantile Bank Corporation,NO,NO
MBX Biosciences Inc.,NO,NO
Mountain & Co. I Acquisition Corp.,NO,NO
MetroCity Bankshares Inc.,NO,NO
MasterCraft Boat Holdings Inc.,NO,NO
Microchip Technology Incorporated,NO,NO
Marchex Inc.,NO,NO
Seres Therapeutics Inc.,NO,NO
Monarch Casino & Resort Inc.,NO,NO
Mill City Ventures III Ltd.,NO,NO
Spectral AI Inc.,NO,NO
MongoDB Inc.,NO,NO
Madrigal Pharmaceuticals Inc.,NO,NO
Mediaco Holding Inc.,NO,NO
Mondelez International Inc.,YES,NO
Medalist Diversified REIT Inc.,NO,NO
MiMedx Group Inc,NO,NO
23andMe Holding Co.,NO,NO
Medpace Holdings Inc.,NO,NO
TRxADE HEALTH Inc.,NO,NO
MEI Pharma Inc.,NO,NO
Mesa Air Group Inc.,NO,NO
Meta Platforms Inc.,YES,NO
Ramaco Resources Inc.,NO,NO
MidCap Financial Investment Corporation,NO,NO
Medallion Financial Corp.,NO,NO
MGE Energy Inc,NO,NO
Magnite Inc.,NO,NO
MacroGenics Inc.,NO,NO
MGO Global Inc.,NO,NO
MGP Ingredients Inc.,NO,NO
McGrath RentCorp,NO,NO
Monogram Technologies Inc.,NO,NO
Mangoceuticals Inc.,NO,NO
MeiraGTx Holdings plc,NO,NO
Metagenomi Inc.,NO,NO
Magyar Bancorp Inc.,NO,NO
Middleby Corporation (The),NO,NO
MIND Technology Inc.,NO,NO
MIRA Pharmaceuticals Inc.,NO,NO
Mirum Pharmaceuticals Inc.,NO,NO
Coliseum Acquisition Corp.,NO,NO
Mitek Systems Inc.,NO,NO
MKS Instruments Inc.,NO,NO
MarketWise Inc.,NO,NO
MarketAxess Holdings Inc.,NO,NO
Mesa Laboratories Inc.,NO,NO
MicroAlgo Inc.,NO,NO
MillerKnoll Inc.,NO,NO
MoonLake Immunotherapeutics,NO,NO
Mineralys Therapeutics Inc.,NO,NO
Martin Midstream Partners L.P.,NO,NO
Merit Medical Systems Inc.,NO,NO
MannKind Corporation,NO,NO
Mind Medicine (MindMed) Inc.,NO,NO
Medicinova Inc,NO,NO
Monopar Therapeutics Inc.,NO,NO
Monro Inc.,NO,NO
MainStreet Bancshares Inc.,NO,NO
Monster Beverage Corporation,NO,NO
Montauk Renewables Inc.,NO,NO
Momentus Inc.,NO,NO
Manitex International Inc.,NO,NO
Mobix Labs Inc.,NO,NO
Modular Medical Inc.,NO,NO
ModivCare Inc.,NO,NO
MidWestOne Financial Gp,NO,NO
Mondee Holdings Inc.,NO,NO
Morningstar Inc.,NO,NO
Movano Inc.,NO,NO
Motorcar Parts of America Inc.,NO,NO
Mid Penn Bancorp,NO,NO
Monolithic Power Systems Inc.,NO,NO
Marqeta Inc.,NO,NO
Everspin Technologies Inc.,NO,NO
Meridian Corporation,NO,NO
Monroe Capital Corporation,NO,NO
Mercury Systems Inc,NO,NO
Marin Software Incorporated,NO,NO
Marker Therapeutics Inc.,NO,NO
Moderna Inc.,NO,NO
Marinus Pharmaceuticals Inc.,NO,NO
Mersana Therapeutics Inc.,NO,NO
Marten Transport Ltd.,NO,NO
Maravai LifeSciences Holdings Inc.,NO,NO
Marvell Technology Inc.,YES,YES
MultiSensor AI Holdings Inc.,NO,NO
Midland States Bancorp Inc.,NO,NO
Middlesex Water Company,NO,NO
Microsoft Corporation,YES,YES
Motorsport Games Inc.,NO,NO
Maison Solutions Inc.,NO,NO
Metal Sky Star Acquisition Corporation,NO,NO
MicroStrategy Incorporated,NO,NO
Match Group Inc.,NO,NO
Molecular Templates Inc.,NO,NO
Mannatech Incorporated,NO,NO
Matrix Service Company,NO,NO
MACOM Technology Solutions Holdings Inc.,NO,NO
Matterport Inc.,NO,NO
Micron Technology Inc.,NO,NO
Mullen Automotive Inc.,NO,NO
MVB Financial Corp.,NO,NO
MicroVision Inc.,NO,NO
Microvast Holdings Inc.,NO,NO
MaxCyte Inc.,NO,NO
MaxLinear Inc.,NO,NO
First Western Financial Inc.,NO,NO
Myriad Genetics Inc.,NO,NO
PLAYSTUDIOS Inc.,NO,NO
MYR Group Inc.,NO,NO
Natural Alternatives International Inc.,NO,NO
NanoVibronix Inc.,NO,NO
Inari Medical Inc.,NO,NO
Nathan's Famous Inc.,NO,NO
Nature's Sunshine Products Inc.,NO,NO
Nautilus Biotechnolgy Inc.,NO,NO
Navient Corporation,NO,NO
NioCorp Developments Ltd.,NO,NO
NB Bancorp Inc.,NO,NO
Neurocrine Biosciences Inc.,NO,NO
Northeast Bank,NO,NO
NBT Bancorp Inc.,NO,NO
National CineMedia Inc.,NO,NO
nCino Inc.,NO,NO
Netcapital Inc.,NO,NO
NCS Multistage Holdings Inc.,NO,NO
Nasdaq Inc.,NO,NO
Noodles & Company,NO,NO
ENDRA Life Sciences Inc.,NO,NO
Nordson Corporation,NO,NO
NorthEast Community Bancorp Inc.,NO,NO
NeoGenomics Inc.,NO,NO
Neogen Corporation,NO,NO
NeoVolta Inc.,NO,NO
Nephros Inc.,NO,NO
Minerva Neurosciences Inc,NO,NO
Nabors Energy Transition Corp. II,NO,NO
NewtekOne Inc.,NO,NO
NextDecade Corporation,NO,NO
Northfield Bancorp Inc.,NO,NO
New Fortress Energy Inc.,NO,NO
Netflix Inc.,YES,NO
Natural Health Trends Corp.,NO,NO
Nicholas Financial Inc.,NO,NO
NKGen Biotech Inc.,NO,NO
Nikola Corporation,NO,NO
National Bankshares Inc.,NO,NO
Nektar Therapeutics,NO,NO
Nkarta Inc.,NO,NO
New Mountain Finance Corporation,NO,NO
Nature's Miracle Holding Inc.,NO,NO
NMI Holdings Inc.,NO,NO
Neumora Therapeutics Inc.,NO,NO
Newmark Group Inc.,NO,NO
NeuroOne Medical Technologies Corporation,NO,NO
NextNav Inc.,NO,NO
NN Inc.,NO,NO
Nano Nuclear Energy Inc.,NO,NO
NI Holdings Inc.,NO,NO
Inotiv Inc.,NO,NO
Novanta Inc.,NO,NO
New Providence Acquisition Corp. II,NO,NO
Neuropace Inc.,NO,NO
NeuroBo Pharmaceuticals Inc.,NO,NO
National Research Corporation,NO,NO
NerdWallet Inc.,NO,NO
Northrim BanCorp Inc,NO,NO
Nurix Therapeutics Inc.,NO,NO
NRX Pharmaceuticals Inc.,NO,NO
Insight Enterprises Inc.,NO,NO
NAPCO Security Technologies Inc.,NO,NO
NSTS Bancorp Inc.,NO,NO
Nortech Systems Incorporated,NO,NO
NetApp Inc.,NO,NO
Notable Labs Ltd.,NO,NO
NetScout Systems Inc.,NO,NO
NETGEAR Inc.,NO,NO
Northern Technologies International Corporation,NO,NO
Intellia Therapeutics Inc.,NO,NO
Nutanix Inc.,NO,NO
Natera Inc.,NO,NO
Nutriband Inc.,NO,NO
NextTrip Inc.,NO,NO
Northern Trust Corporation,NO,NO
NetSol Technologies Inc.,NO,NO
NeuroMetrix Inc.,NO,NO
Nutex Health Inc.,NO,NO
Nuvalent Inc.,NO,NO
Nuwellis Inc.,NO,NO
NuZee Inc.,NO,NO
NorthView Acquisition Corporation,NO,NO
Novavax Inc.,NO,NO
Nuvectis Pharma Inc.,NO,NO
NVIDIA Corporation,YES,YES
NVE Corporation,NO,NO
NV5 Global Inc.,NO,NO
Nova Lifestyle Inc.,NO,NO
enVVeno Medical Corporation,NO,NO
Novo Integrated Sciences Inc.,NO,NO
Navitas Semiconductor Corporation,NO,NO
Northwest Bancshares Inc.,NO,NO
NorthWestern Energy Group Inc.,NO,NO
Norwood Financial Corp.,NO,NO
Newell Brands Inc.,NO,NO
Northwest Pipe Company,NO,NO
News Corporation,NO,NO
NexGel Inc,NO,NO
Nexalin Technology Inc.,NO,NO
NextPlat Corp,NO,NO
Nexstar Media Group Inc.,NO,NO
Nextracker Inc.,NO,NO
NextCure Inc.,NO,NO
Nxu Inc.,NO,NO
New York Mortgage Trust Inc.,NO,NO
OmniAb Inc.,NO,NO
Tonix Pharmaceuticals Holding Corp.,NO,NO
Tenaya Therapeutics Inc.,NO,NO
The Oncology Institute Inc.,NO,NO
TOMI Environmental Solutions Inc.,NO,NO
TowneBank,NO,NO
TechPrecision Corporation,NO,NO
TPG Inc.,NO,NO
TPI Composites Inc.,NO,NO
Tempest Therapeutics Inc.,NO,NO
Traws Pharma Inc.,NO,NO
Entrada Therapeutics Inc.,NO,NO
LendingTree Inc.,NO,NO
Trinity Capital Inc.,NO,NO
TripAdvisor Inc.,NO,NO
Trimble Inc.,NO,NO
Trustmark Corporation,NO,NO
Tourmaline Bio Inc.,NO,NO
Interactive Strength Inc.,NO,NO
Transcat Inc.,NO,NO
T. Rowe Price Group Inc.,NO,NO
TriMas Corporation,NO,NO
TrustCo Bank Corp NY,NO,NO
TrueCar Inc.,NO,NO
TruGolf Holdings Inc.,NO,NO
Trupanion Inc.,NO,NO
Trevi Therapeutics Inc.,NO,NO
Trevena Inc.,NO,NO
Timberland Bancorp Inc.,NO,NO
Turnstone Biologics Corp.,NO,NO
Tractor Supply Company,NO,NO
Taysha Gene Therapies Inc.,NO,NO
Tesla Inc.,YES,YES
2seventy bio Inc.,NO,NO
The Trade Desk Inc.,NO,NO
TTEC Holdings Inc.,NO,NO
Tetra Tech Inc.,NO,NO
TechTarget Inc.,NO,NO
TTM Technologies Inc.,NO,NO
Titan Pharmaceuticals Inc.,NO,NO
T2 Biosystems Inc.,NO,NO
Tile Shop Holdings Inc.,NO,NO
Take-Two Interactive Software Inc.,NO,NO
180 Degree Capital Corp.,NO,NO
Mammoth Energy Services Inc.,NO,NO
Tevogen Bio Holdings Inc.,NO,NO
Travere Therapeutics Inc.,NO,NO
Tradeweb Markets Inc.,NO,NO
TWFG Inc.,NO,NO
Twin Disc Incorporated,NO,NO
Thoughtworks Holding Inc.,NO,NO
Twist Bioscience Corporation,NO,NO
10x Genomics Inc.,NO,NO
TherapeuticsMD Inc.,NO,NO
Texas Instruments Incorporated,NO,NO
Texas Roadhouse Inc.,NO,NO
Tigo Energy Inc.,NO,NO
Tyra Biosciences Inc.,NO,NO
Travelzoo,NO,NO
United Airlines Holdings Inc.,NO,NO
United Bancorp Inc.,NO,NO
United Security Bancshares,NO,NO
United Bankshares Inc.,NO,NO
Unity Biotechnology Inc.,NO,NO
Ultra Clean Holdings Inc.,NO,NO
Udemy Inc.,NO,NO
Universal Electronics Inc.,NO,NO
United Fire Group Inc.,NO,NO
UFP Industries Inc.,NO,NO
UFP Technologies Inc.,NO,NO
United-Guardian Inc.,NO,NO
urban-gro Inc.,NO,NO
United Homes Group Inc,NO,NO
Ucommune International Ltd,NO,NO
Ultralife Corporation,NO,NO
Frontier Group Holdings Inc.,NO,NO
Universal Logistics Holdings Inc.,NO,NO
Ulta Beauty Inc.,NO,NO
Urgent.ly Inc.,NO,NO
UMB Financial Corporation,NO,NO
Union Bankshares Inc.,NO,NO
Unicycive Therapeutics Inc.,NO,NO
Uniti Group Inc.,NO,NO
Unity Bancorp Inc.,NO,NO
Urban One Inc.,NO,NO
Upbound Group Inc.,NO,NO
Upland Software Inc.,NO,NO
Upstart Holdings Inc.,NO,NO
Upwork Inc.,NO,NO
Upexi Inc.,NO,NO
Urban Outfitters Inc.,NO,NO
Universal Stainless & Alloy Products Inc.,NO,NO
U.S. Gold Corp.,NO,NO
USCB Financial Holdings Inc.,NO,NO
U.S. Energy Corp.,NO,NO
U.S. GoldMining Inc.,NO,NO
Usio Inc.,NO,NO
United States Lime & Minerals Inc.,NO,NO
United Therapeutics Corporation,NO,NO
Utah Medical Products Inc.,NO,NO
Univest Financial Corporation,NO,NO
Virginia National Bankshares Corporation,NO,NO
Voyager Acquisition Corp,NO,NO
Value Line Inc.,NO,NO
Vivani Medical Inc.,NO,NO
Village Bank and Trust Financial Corp.,NO,NO
Veritex Holdings Inc.,NO,NO
Visteon Corporation,NO,NO
Vericel Corporation,NO,NO
Vaccinex Inc.,NO,NO
Vacasa Inc.,NO,NO
Victory Capital Holdings Inc.,NO,NO
Veracyte Inc.,NO,NO
Veeco Instruments Inc.,NO,NO
Twin Vee PowerCats Co.,NO,NO
Vera Therapeutics Inc.,NO,NO
Verb Technology Company Inc.,NO,NO
Veritone Inc.,NO,NO
Venus Concept Inc.,NO,NO
Veru Inc.,NO,NO
Verve Therapeutics Inc.,NO,NO
Vertex Inc.,NO,NO
Verde Clean Fuels Inc.,NO,NO
Viavi Solutions Inc.,NO,NO
Vicor Corporation,NO,NO
Vigil Neuroscience Inc.,NO,NO
Vincerx Pharma Inc.,NO,NO
Gaucho Group Holdings Inc.,NO,NO
Vir Biotechnology Inc.,NO,NO
Virco Manufacturing Corporation,NO,NO
Virios Therapeutics Inc.,NO,NO
Virtu Financial Inc.,NO,NO
Viracta Therapeutics Inc.,NO,NO
Vislink Technologies Inc.,NO,NO
Vital Farms Inc.,NO,NO
Vivakor Inc.,NO,NO
Viking Therapeutics Inc.,NO,NO
Volcon Inc.,NO,NO
Village Super Market Inc.,NO,NO
Valley National Bancorp,NO,NO
Viemed Healthcare Inc.,NO,NO
Vimeo Inc.,NO,NO
Vanda Pharmaceuticals Inc.,NO,NO
Viper Energy Inc.,NO,NO
Vor Biopharma Inc.,NO,NO
VOXX International Corporation,NO,NO
Vera Bradley Inc.,NO,NO
The Glimpse Group Inc.,NO,NO
Verrica Pharmaceuticals Inc.,NO,NO
Viridian Therapeutics Inc.,NO,NO
Varex Imaging Corporation,NO,NO
Vroom Inc.,NO,NO
VerifyMe Inc.,NO,NO
Varonis Systems Inc.,NO,NO
Verint Systems Inc.,NO,NO
Virpax Pharmaceuticals Inc.,NO,NO
Verra Mobility Corporation,NO,NO
Verisk Analytics Inc.,NO,NO
VeriSign Inc.,NO,NO
Vertex Pharmaceuticals Incorporated,NO,NO
Vision Sensing Acquisition Corp.,NO,NO
ViaSat Inc.,NO,NO
VSE Corporation,NO,NO
VSee Health Inc.,NO,NO
Verastem Inc.,NO,NO
Vistagen Therapeutics Inc.,NO,NO
Vertex Energy Inc,NO,NO
Viatris Inc.,NO,NO
VirTra Inc.,NO,NO
vTv Therapeutics Inc.,NO,NO
Ventyx Biosciences Inc.,NO,NO
Vuzix Corporation,NO,NO
Vivos Therapeutics Inc.,NO,NO
Vaxart Inc,NO,NO
Voyager Therapeutics Inc.,NO,NO
VYNE Therapeutics Inc.,NO,NO
Westamerica Bancorporation,NO,NO
WaFd Inc.,NO,NO
Waldencast plc,NO,NO
Washington Trust Bancorp Inc.,NO,NO
Energous Corporation,NO,NO
Western Acquisition Ventures Corp.,NO,NO
Waystar Holding Corp.,NO,NO
Walgreens Boots Alliance Inc.,NO,NO
Warner Bros. Discovery Inc.,NO,NO
WEBTOON Entertainment Inc.,NO,NO
Workday Inc.,NO,NO
Western Digital Corporation,NO,NO
WD-40 Company,NO,NO
The Wendy's Company,NO,NO
ANEW MEDICAL INC.,NO,NO
Werner Enterprises Inc.,NO,NO
Westrock Coffee Company,NO,NO
Weyco Group Inc.,NO,NO
Where Food Comes From Inc.,NO,NO
Weatherford International plc,NO,NO
GeneDx Holdings Corp.,NO,NO
WhiteHorse Finance Inc.,NO,NO
Wilhelmina International Inc.,NO,NO
Wheeler Real Estate Investment Trust Inc.,NO,NO
Winmark Corporation,NO,NO
Wingstop Inc.,NO,NO
Windtree Therapeutics Inc.,NO,NO
WiSA Technologies Inc.,NO,NO
Workhorse Group Inc.,NO,NO
Willdan Group Inc.,NO,NO
Willis Lease Finance Corporation,NO,NO
Warner Music Group Corp.,NO,NO
William Penn Bancorporation,NO,NO
Western New England Bancorp Inc.,NO,NO
Petco Health and Wellness Company Inc.,NO,NO
SCWorx Corp.,NO,NO
Wrap Technologies Inc.,NO,NO
World Acceptance Corporation,NO,NO
WesBanco Inc.,NO,NO
Waterstone Financial Inc.,NO,NO
WillScot Holdings Corporation,NO,NO
WSFS Financial Corporation,NO,NO
West Bancorporation,NO,NO
Wintrust Financial Corporation,NO,NO
Welsbach Technology Metals Acquisition Corp.,NO,NO
TeraWulf Inc.,NO,NO
Willamette Valley Vineyards Inc.,NO,NO
WW International Inc.,NO,NO
Woodward Inc.,NO,NO
Wynn Resorts Limited,NO,NO
Beyond Air Inc.,NO,NO
Xenetic Biosciences Inc.,NO,NO
XBiotech Inc.,NO,NO
XBP Europe Holdings Inc.,NO,NO
Exicure Inc.,NO,NO
Xcel Energy Inc.,YES,NO
Exela Technologies Inc.,NO,NO
Xcel Brands Inc.,NO,NO
Xeris Biopharma Holdings Inc.,NO,NO
ExcelFin Acquisition Corp,NO,NO
X4 Pharmaceuticals Inc.,NO,NO
Exagen Inc.,NO,NO
Xilio Therapeutics Inc.,NO,NO
Xometry Inc.,NO,NO
Xencor Inc.,NO,NO
XOMA Royalty Corporation,NO,NO
Xos Inc.,NO,NO
XPEL Inc.,NO,NO
Expion360 Inc.,NO,NO
DENTSPLY SIRONA Inc.,NO,NO
Xerox Holdings Corporation,NO,NO
XTI Aerospace Inc.,NO,NO
XWELL Inc.,NO,NO
22nd Century Group Inc.,NO,NO
Yunhong Green CTI Ltd.,NO,NO
Y-mAbs Therapeutics Inc.,NO,NO
York Water Company (The),NO,NO
Yoshiharu Global Co.,NO,NO
Yotta Acquisition Corporation,NO,NO
Connexa Sports Technologies Inc.,NO,NO
Zillow Group Inc.,NO,NO
Zenas BioPharma Inc.,NO,NO
Zebra Technologies Corporation,NO,NO
Zoomcar Holdings Inc.,NO,NO
Ziff Davis Inc.,NO,NO
Zeo Energy Corporation,NO,NO
